[1.618, 0.327, 0.453589528799057, 0.4391642212867737, 5.817676876363248]
[1.619, 0.326, 0.9990749955177307, 0.40842127799987793, 5.819091089925621]
[1.627, 0.328, 0.9999982118606567, 0.23530174791812897, 5.827337301176856]
[1.647, 0.332, 0.9999887943267822, -0.21647535264492035, 5.847733379231227]
[1.665, 0.335, 0.2439381182193756, -0.4286479949951172, 5.865981666822122]
[1.679, 0.338, -0.7813770174980164, -0.4122573733329773, 5.880299487885398]
[1.681, 0.338, -0.9949759244918823, 0.05492982640862465, 5.882299487885398]
[1.673, 0.337, -0.9852164387702942, 0.4554130434989929, 5.8903617456336965]
[1.657, 0.336, -0.9916015267372131, 0.6204572916030884, 5.906392965175578]
[1.64, 0.336, -0.9970148801803589, 0.7201583385467529, 5.923392965175578]
[1.623, 0.33, -0.9786165356636047, 0.9363389015197754, 5.941420721552898]
[1.609, 0.325, -0.9854276776313782, 0.9220789074897766, 5.956286790300217]
[1.589, 0.32, -0.9482926726341248, 0.9321275949478149, 5.976902318428305]
[1.623, 0.249, -0.7209908962249756, 0.9580331444740295, 6.203561102674544]
[1.624, 0.246, -0.23710213601589203, 0.9708055257797241, 6.206723380334712]
[1.616, 0.248, 0.02763756737112999, 0.9388357996940613, 6.214969591585947]
[1.614, 0.251, 0.03196121007204056, 0.7329438924789429, 6.218575142861411]
[1.613, 0.254, 0.04561447352170944, 0.6224517226219177, 6.221737420521579]
[1.614, 0.262, 0.09737283736467361, 0.641813337802887, 6.229799678269878]
[1.614, 0.266, 0.20932158827781677, 0.7816454172134399, 6.233799678269879]
[1.617, 0.27, 0.20108023285865784, 0.6024689674377441, 6.238799678269879]
[1.615, 0.276, 0.3328184485435486, 0.8123155236244202, 6.245124233590215]
[1.615, 0.281, 0.3964172303676605, 0.8390516042709351, 6.250124233590215]
[1.62, 0.286, 0.3903707265853882, 0.6006555557250977, 6.2571953014020805]
[1.626, 0.291, 0.5014552474021912, 0.513343334197998, 6.265005551077987]
[1.634, 0.297, 0.5179417729377747, 0.028171079233288765, 6.275005551077987]
[1.643, 0.3, 0.6737587451934814, 0.13218562304973602, 6.284492384058492]
[1.65, 0.304, 0.6582720279693604, -0.32772698998451233, 6.29255464180679]
[1.663, 0.305, 0.6795111894607544, -0.6199076175689697, 6.305593046617195]
[1.671, 0.307, 0.7586866617202759, -0.7031726837158203, 6.31383925786843]
[1.677, 0.309, 0.8391856551170349, -0.5820243954658508, 6.320163813188767]
[1.686, 0.304, 0.8435079455375671, -0.4298734962940216, 6.330459443329754]
[1.699, 0.3, 0.7901636958122253, -0.5707627534866333, 6.344060913838489]
[1.711, 0.296, 0.7854261994361877, -0.6997924447059631, 6.356710024479162]
[1.725, 0.291, 0.8400824069976807, -0.41109880805015564, 6.371576093226481]
[1.744, 0.286, 0.7981898784637451, -0.4334164559841156, 6.391222975930869]
[1.762, 0.281, 0.8282299637794495, -0.3359466791152954, 6.409904517623139]
[1.78, 0.278, 0.7694813013076782, -0.5888804197311401, 6.428152805214034]
[1.796, 0.271, 0.8957104682922363, 0.14967845380306244, 6.445617054410607]
[1.813, 0.267, 0.7741550803184509, -0.04996510595083237, 6.46308130360718]
[1.829, 0.264, 0.7829064130783081, 0.04536107927560806, 6.4793601242032794]
[1.848, 0.26, 0.7678924798965454, 0.18251436948776245, 6.498776612042227]
[1.031, 0.279, 0.9994559288024902, -0.11643848568201065, 7.750243940485504]
[1.037, 0.281, 0.9964603185653687, -0.344878613948822, 7.7565684958058405]
[1.053, 0.283, 0.9989044666290283, -0.5854280591011047, 7.7726930113024375]
[1.075, 0.283, 0.9688815474510193, 0.1028299629688263, 7.794693011302438]
[1.099, 0.289, 0.9609116911888123, 0.3807995915412903, 7.819431645056143]
[1.119, 0.29, 0.9751701354980469, 0.7275984287261963, 7.839456629450644]
[1.136, 0.296, 0.9991313219070435, 0.6700778007507324, 7.857484385827964]
[1.156, 0.305, 0.9833404421806335, 0.9172347187995911, 7.879416098027425]
[1.174, 0.315, 0.9926542639732361, 0.9548612833023071, 7.9000073583093995]
[1.194, 0.328, 0.9904712438583374, 0.9240250587463379, 7.923861079193153]
[1.214, 0.341, 0.9822641611099243, 0.9473074674606323, 7.9477148000769064]
[1.233, 0.354, 0.9983451962471008, 0.49441850185394287, 7.970736528943349]
[1.255, 0.362, 0.9993727803230286, 0.04228668287396431, 7.994145928764788]
[1.272, 0.375, 0.9968985319137573, -0.8606323599815369, 8.015546863323822]
[1.289, 0.382, 0.9663491249084473, -0.9757620096206665, 8.033931639634671]
[1.309, 0.386, 0.9497756958007812, -0.9805328845977783, 8.054327717689043]
[1.355, 0.389, 0.7593575119972229, -0.9523473381996155, 8.103172142322574]
[1.358, 0.39, 0.7679537534713745, -0.8998598456382751, 8.106334419982742]
[1.367, 0.391, 0.7147557735443115, -0.9289661049842834, 8.115389805120879]
[1.382, 0.389, 0.6906354427337646, -0.9130304455757141, 8.1305225510713]
[1.398, 0.388, 0.6891617178916931, -0.9258673787117004, 8.146553770613181]
[1.417, 0.386, 0.7001264095306396, -0.9153311848640442, 8.165658743787723]
[1.434, 0.383, 0.7612906098365784, -0.8227715492248535, 8.182921420289356]
[1.446, 0.377, 0.7432113885879517, -0.8792418837547302, 8.196337828154354]
[1.459, 0.371, 0.7839435338973999, -0.8286401033401489, 8.21065564921763]
[1.476, 0.363, 0.7895088195800781, -0.7546108961105347, 8.229443943445686]
[1.495, 0.359, 0.7308351993560791, -0.8517301082611084, 8.248860431284633]
[1.514, 0.36, 0.6969283819198608, -0.8745761513710022, 8.267886728875073]
[1.535, 0.361, 0.5274984240531921, -0.9734894037246704, 8.288910524916702]
[1.548, 0.357, 0.678519606590271, -0.8811713457107544, 8.302511995425437]
[1.562, 0.352, 0.6889888048171997, -0.8838228583335876, 8.317378064172756]
[1.579, 0.347, 0.7303309440612793, -0.8571463823318481, 8.335098109319425]
[1.595, 0.344, 0.8428577184677124, -0.5209112763404846, 8.351376929915524]
[1.609, 0.336, 0.7081253528594971, -0.8162073493003845, 8.367501445412122]
[1.625, 0.329, 0.819905161857605, -0.6228368282318115, 8.384965694608695]
